stock,date,price
AMZN,2012-03-07,9.189
AMZN,2012-03-08,9.382
AMZN,2012-03-09,9.216
AMZN,2012-03-12,9.17
AMZN,2012-03-13,9.23
AMZN,2012-03-14,9.113
AMZN,2012-03-15,9.222
AMZN,2012-03-16,9.253
AMZN,2012-03-19,9.276
AMZN,2012-03-20,9.617
AMZN,2012-03-21,9.587
AMZN,2012-03-22,9.62
AMZN,2012-03-23,9.752
AMZN,2012-03-26,10.144
AMZN,2012-03-27,10.272
AMZN,2012-03-28,10.058
AMZN,2012-03-29,10.231
AMZN,2012-03-30,10.125
AMZN,2012-04-02,9.903
AMZN,2012-04-03,9.983
AMZN,2012-04-04,9.7
AMZN,2012-04-05,9.72
AMZN,2012-04-09,9.594
AMZN,2012-04-10,9.349
AMZN,2012-04-11,9.399
AMZN,2012-04-12,9.535
AMZN,2012-04-13,9.423
AMZN,2012-04-16,9.275
AMZN,2012-04-17,9.42
AMZN,2012-04-18,9.554
AMZN,2012-04-19,9.555
AMZN,2012-04-20,9.499
AMZN,2012-04-23,9.412
AMZN,2012-04-24,9.517
AMZN,2012-04-25,9.721
AMZN,2012-04-26,9.8
AMZN,2012-04-27,11.343
AMZN,2012-04-30,11.595
AMZN,2012-05-01,11.502
AMZN,2012-05-02,11.513
AMZN,2012-05-03,11.473
AMZN,2012-05-04,11.2
AMZN,2012-05-07,11.258
AMZN,2012-05-08,11.195
AMZN,2012-05-09,11.149
AMZN,2012-05-10,11.335
AMZN,2012-05-11,11.384
AMZN,2012-05-14,11.147
AMZN,2012-05-15,11.22
AMZN,2012-05-16,11.203
AMZN,2012-05-17,10.918
AMZN,2012-05-18,10.692
AMZN,2012-05-21,10.906
AMZN,2012-05-22,10.767
AMZN,2012-05-23,10.864
AMZN,2012-05-24,10.762
AMZN,2012-05-25,10.644
AMZN,2012-05-29,10.738
AMZN,2012-05-30,10.462
AMZN,2012-05-31,10.646
AMZN,2012-06-01,10.411
AMZN,2012-06-04,10.729
AMZN,2012-06-05,10.661
AMZN,2012-06-06,10.882
AMZN,2012-06-07,10.94
AMZN,2012-06-08,10.924
AMZN,2012-06-11,10.825
AMZN,2012-06-12,10.821
AMZN,2012-06-13,10.737
AMZN,2012-06-14,10.723
AMZN,2012-06-15,10.918
AMZN,2012-06-18,11.133
AMZN,2012-06-19,11.202
AMZN,2012-06-20,11.151
AMZN,2012-06-21,11.029
AMZN,2012-06-22,11.108
AMZN,2012-06-25,11.003
AMZN,2012-06-26,11.281
AMZN,2012-06-27,11.281
AMZN,2012-06-28,11.066
AMZN,2012-06-29,11.418
AMZN,2012-07-02,11.466
AMZN,2012-07-03,11.477
AMZN,2012-07-05,11.353
AMZN,2012-07-06,11.253
AMZN,2012-07-09,11.253
AMZN,2012-07-10,10.975
AMZN,2012-07-11,10.919
AMZN,2012-07-12,10.768
AMZN,2012-07-13,10.92
AMZN,2012-07-16,10.801
AMZN,2012-07-17,10.847
AMZN,2012-07-18,10.874
AMZN,2012-07-19,11.308
AMZN,2012-07-20,11.415
AMZN,2012-07-23,11.301
AMZN,2012-07-24,11.152
AMZN,2012-07-25,10.853
AMZN,2012-07-26,11
AMZN,2012-07-27,11.866
AMZN,2012-07-30,11.805
AMZN,2012-07-31,11.665
AMZN,2012-08-01,11.605
AMZN,2012-08-02,11.541
AMZN,2012-08-03,11.749
AMZN,2012-08-06,11.7
AMZN,2012-08-07,11.828
AMZN,2012-08-08,11.719
AMZN,2012-08-09,11.703
AMZN,2012-08-10,11.638
AMZN,2012-08-13,11.622
AMZN,2012-08-14,11.66
AMZN,2012-08-15,11.871
AMZN,2012-08-16,12.078
AMZN,2012-08-17,12.058
AMZN,2012-08-20,12.018
AMZN,2012-08-21,11.973
AMZN,2012-08-22,12.155
AMZN,2012-08-23,12.06
AMZN,2012-08-24,12.287
AMZN,2012-08-27,12.196
AMZN,2012-08-28,12.306
AMZN,2012-08-29,12.356
AMZN,2012-08-30,12.311
AMZN,2012-08-31,12.414
AMZN,2012-09-04,12.394
AMZN,2012-09-05,12.311
AMZN,2012-09-06,12.569
AMZN,2012-09-07,12.957
AMZN,2012-09-10,12.854
AMZN,2012-09-11,12.784
AMZN,2012-09-12,12.782
AMZN,2012-09-13,13.012
AMZN,2012-09-14,13.064
AMZN,2012-09-17,12.9
AMZN,2012-09-18,12.938
AMZN,2012-09-19,13.084
AMZN,2012-09-20,13.041
AMZN,2012-09-21,12.874
AMZN,2012-09-24,12.74
AMZN,2012-09-25,12.623
AMZN,2012-09-26,12.484
AMZN,2012-09-27,12.83
AMZN,2012-09-28,12.716
AMZN,2012-10-01,12.601
AMZN,2012-10-02,12.53
AMZN,2012-10-03,12.796
AMZN,2012-10-04,13.024
AMZN,2012-10-05,12.926
AMZN,2012-10-08,12.953
AMZN,2012-10-09,12.548
AMZN,2012-10-10,12.25
AMZN,2012-10-11,12.211
AMZN,2012-10-12,12.118
AMZN,2012-10-15,12.209
AMZN,2012-10-16,12.197
AMZN,2012-10-17,12.375
AMZN,2012-10-18,12.243
AMZN,2012-10-19,12
AMZN,2012-10-22,11.689
AMZN,2012-10-23,11.716
AMZN,2012-10-24,11.425
AMZN,2012-10-25,11.146
AMZN,2012-10-26,11.912
AMZN,2012-10-31,11.645
AMZN,2012-11-01,11.607
AMZN,2012-11-02,11.621
AMZN,2012-11-05,11.717
AMZN,2012-11-06,11.878
AMZN,2012-11-07,11.603
AMZN,2012-11-08,11.368
AMZN,2012-11-09,11.316
AMZN,2012-11-12,11.324
AMZN,2012-11-13,11.33
AMZN,2012-11-14,11.147
AMZN,2012-11-15,11.03
AMZN,2012-11-16,11.262
AMZN,2012-11-19,11.486
AMZN,2012-11-20,11.689
AMZN,2012-11-21,11.902
AMZN,2012-11-23,11.994
AMZN,2012-11-26,12.181
AMZN,2012-11-27,12.17
AMZN,2012-11-28,12.356
AMZN,2012-11-29,12.564
AMZN,2012-11-30,12.603
AMZN,2012-12-03,12.516
AMZN,2012-12-04,12.624
AMZN,2012-12-05,12.698
AMZN,2012-12-06,12.669
AMZN,2012-12-07,12.663
AMZN,2012-12-10,12.389
AMZN,2012-12-11,12.535
AMZN,2012-12-12,12.588
AMZN,2012-12-13,12.563
AMZN,2012-12-14,12.46
AMZN,2012-12-17,12.693
AMZN,2012-12-18,13.02
AMZN,2012-12-19,12.9
AMZN,2012-12-20,13.075
AMZN,2012-12-21,12.846
AMZN,2012-12-24,12.931
AMZN,2012-12-26,12.432
AMZN,2012-12-27,12.416
AMZN,2012-12-28,12.259
AMZN,2012-12-31,12.544
AMZN,2013-01-02,12.866
AMZN,2013-01-03,12.924
AMZN,2013-01-04,12.958
AMZN,2013-01-07,13.423
AMZN,2013-01-08,13.319
AMZN,2013-01-09,13.318
AMZN,2013-01-10,13.267
AMZN,2013-01-11,13.397
AMZN,2013-01-14,13.637
AMZN,2013-01-15,13.595
AMZN,2013-01-16,13.447
AMZN,2013-01-17,13.524
AMZN,2013-01-18,13.606
AMZN,2013-01-22,13.51
AMZN,2013-01-23,13.406
AMZN,2013-01-24,13.681
AMZN,2013-01-25,14.2
AMZN,2013-01-28,13.802
AMZN,2013-01-29,13.018
AMZN,2013-01-30,13.638
AMZN,2013-01-31,13.275
AMZN,2013-02-01,13.25
AMZN,2013-02-04,12.999
AMZN,2013-02-05,13.345
AMZN,2013-02-06,13.111
AMZN,2013-02-07,13.012
AMZN,2013-02-08,13.098
AMZN,2013-02-11,12.86
AMZN,2013-02-12,12.935
AMZN,2013-02-13,13.474
AMZN,2013-02-14,13.462
AMZN,2013-02-15,13.254
AMZN,2013-02-19,13.488
AMZN,2013-02-20,13.321
AMZN,2013-02-21,13.297
AMZN,2013-02-22,13.271
AMZN,2013-02-25,12.994
AMZN,2013-02-26,12.968
AMZN,2013-02-27,13.163
AMZN,2013-02-28,13.214
AMZN,2013-03-01,13.287
AMZN,2013-03-04,13.656
AMZN,2013-03-05,13.779
AMZN,2013-03-06,13.69
AMZN,2013-03-07,13.694
AMZN,2013-03-08,13.71
AMZN,2013-03-11,13.562
AMZN,2013-03-12,13.707
AMZN,2013-03-13,13.755
AMZN,2013-03-14,13.287
AMZN,2013-03-15,13.091
AMZN,2013-03-18,12.894
AMZN,2013-03-19,12.821
AMZN,2013-03-20,12.864
AMZN,2013-03-21,12.67
AMZN,2013-03-22,12.888
AMZN,2013-03-25,12.801
AMZN,2013-03-26,13.016
AMZN,2013-03-27,13.265
AMZN,2013-03-28,13.325
AMZN,2013-04-01,13.081
AMZN,2013-04-02,13.166
AMZN,2013-04-03,12.952
AMZN,2013-04-04,12.954
AMZN,2013-04-05,12.774
AMZN,2013-04-08,12.948
AMZN,2013-04-09,13.057
AMZN,2013-04-10,13.238
AMZN,2013-04-11,13.493
AMZN,2013-04-12,13.644
AMZN,2013-04-15,13.386
AMZN,2013-04-16,13.617
AMZN,2013-04-17,13.37
AMZN,2013-04-18,12.971
AMZN,2013-04-19,13.016
AMZN,2013-04-22,13.178
AMZN,2013-04-23,13.445
AMZN,2013-04-24,13.439
AMZN,2013-04-25,13.735
AMZN,2013-04-26,12.741
AMZN,2013-04-29,12.487
AMZN,2013-04-30,12.691
AMZN,2013-05-01,12.412
AMZN,2013-05-02,12.628
AMZN,2013-05-03,12.903
AMZN,2013-05-06,12.786
AMZN,2013-05-07,12.887
AMZN,2013-05-08,12.934
AMZN,2013-05-09,13.008
AMZN,2013-05-10,13.182
AMZN,2013-05-13,13.226
AMZN,2013-05-14,13.417
AMZN,2013-05-15,13.328
AMZN,2013-05-16,13.206
AMZN,2013-05-17,13.495
AMZN,2013-05-20,13.381
AMZN,2013-05-21,13.443
AMZN,2013-05-22,13.148
AMZN,2013-05-23,13.09
AMZN,2013-05-24,13.087
AMZN,2013-05-28,13.365
AMZN,2013-05-29,13.276
AMZN,2013-05-30,13.342
AMZN,2013-05-31,13.46
AMZN,2013-06-03,13.344
AMZN,2013-06-04,13.285
AMZN,2013-06-05,13.359
AMZN,2013-06-06,13.391
AMZN,2013-06-07,13.844
AMZN,2013-06-10,14.054
AMZN,2013-06-11,13.739
AMZN,2013-06-12,13.584
AMZN,2013-06-13,13.79
AMZN,2013-06-14,13.7
AMZN,2013-06-17,13.903
AMZN,2013-06-18,14.088
AMZN,2013-06-19,13.908
AMZN,2013-06-20,13.672
AMZN,2013-06-21,13.668
AMZN,2013-06-24,13.531
AMZN,2013-06-25,13.604
AMZN,2013-06-26,13.878
AMZN,2013-06-27,13.878
AMZN,2013-06-28,13.885
AMZN,2013-07-01,14.105
AMZN,2013-07-02,14.187
AMZN,2013-07-03,14.202
AMZN,2013-07-05,14.294
AMZN,2013-07-08,14.529
AMZN,2013-07-09,14.577
AMZN,2013-07-10,14.616
AMZN,2013-07-11,14.983
AMZN,2013-07-12,15.378
AMZN,2013-07-15,15.329
AMZN,2013-07-16,15.344
AMZN,2013-07-17,15.435
AMZN,2013-07-18,15.206
AMZN,2013-07-19,15.262
AMZN,2013-07-22,15.174
AMZN,2013-07-23,15.053
AMZN,2013-07-24,14.947
AMZN,2013-07-25,15.17
AMZN,2013-07-26,15.601
AMZN,2013-07-29,15.305
AMZN,2013-07-30,15.121
AMZN,2013-07-31,15.061
AMZN,2013-08-01,15.279
AMZN,2013-08-02,15.211
AMZN,2013-08-05,15.05
AMZN,2013-08-06,15.038
AMZN,2013-08-07,14.846
AMZN,2013-08-08,14.787
AMZN,2013-08-09,14.863
AMZN,2013-08-12,14.835
AMZN,2013-08-13,14.699
AMZN,2013-08-14,14.567
AMZN,2013-08-15,14.324
AMZN,2013-08-16,14.241
AMZN,2013-08-19,14.279
AMZN,2013-08-20,14.354
AMZN,2013-08-21,14.229
AMZN,2013-08-22,14.487
AMZN,2013-08-23,14.5
AMZN,2013-08-26,14.311
AMZN,2013-08-27,14.047
AMZN,2013-08-28,14.079
AMZN,2013-08-29,14.199
AMZN,2013-08-30,14.049
AMZN,2013-09-03,14.44
AMZN,2013-09-04,14.682
AMZN,2013-09-05,14.705
AMZN,2013-09-06,14.793
AMZN,2013-09-09,14.985
AMZN,2013-09-10,15.018
AMZN,2013-09-11,14.982
AMZN,2013-09-12,14.943
AMZN,2013-09-13,14.896
AMZN,2013-09-16,14.803
AMZN,2013-09-17,15.209
AMZN,2013-09-18,15.602
AMZN,2013-09-19,15.603
AMZN,2013-09-20,15.817
AMZN,2013-09-23,15.575
AMZN,2013-09-24,15.707
AMZN,2013-09-25,15.632
AMZN,2013-09-26,15.906
AMZN,2013-09-27,15.801
AMZN,2013-09-30,15.632
AMZN,2013-10-01,16.048
AMZN,2013-10-02,16.026
AMZN,2013-10-03,15.738
AMZN,2013-10-04,15.952
AMZN,2013-10-07,15.501
AMZN,2013-10-08,15.162
AMZN,2013-10-09,14.912
AMZN,2013-10-10,15.259
AMZN,2013-10-11,15.544
AMZN,2013-10-14,15.535
AMZN,2013-10-15,15.32
AMZN,2013-10-16,15.525
AMZN,2013-10-17,15.539
AMZN,2013-10-18,16.447
AMZN,2013-10-21,16.322
AMZN,2013-10-22,16.627
AMZN,2013-10-23,16.338
AMZN,2013-10-24,16.611
AMZN,2013-10-25,18.17
AMZN,2013-10-28,17.908
AMZN,2013-10-29,18.135
AMZN,2013-10-30,18.054
AMZN,2013-10-31,18.202
AMZN,2013-11-01,17.95
AMZN,2013-11-04,17.937
AMZN,2013-11-05,17.945
AMZN,2013-11-06,17.809
AMZN,2013-11-07,17.178
AMZN,2013-11-08,17.516
AMZN,2013-11-11,17.719
AMZN,2013-11-12,17.476
AMZN,2013-11-13,17.811
AMZN,2013-11-14,18.37
AMZN,2013-11-15,18.459
AMZN,2013-11-18,18.309
AMZN,2013-11-19,18.247
AMZN,2013-11-20,18.129
AMZN,2013-11-21,18.446
AMZN,2013-11-22,18.616
AMZN,2013-11-25,18.832
AMZN,2013-11-26,19.069
AMZN,2013-11-27,19.336
AMZN,2013-11-29,19.681
AMZN,2013-12-02,19.615
AMZN,2013-12-03,19.233
AMZN,2013-12-04,19.298
AMZN,2013-12-05,19.225
AMZN,2013-12-06,19.348
AMZN,2013-12-09,19.245
AMZN,2013-12-10,19.389
AMZN,2013-12-11,19.11
AMZN,2013-12-12,19.063
AMZN,2013-12-13,19.212
AMZN,2013-12-16,19.449
AMZN,2013-12-17,19.383
AMZN,2013-12-18,19.798
AMZN,2013-12-19,19.76
AMZN,2013-12-20,20.11
AMZN,2013-12-23,20.146
AMZN,2013-12-24,19.96
AMZN,2013-12-26,20.22
AMZN,2013-12-27,19.904
AMZN,2013-12-30,19.669
AMZN,2013-12-31,19.94
AMZN,2014-01-02,19.899
AMZN,2014-01-03,19.822
AMZN,2014-01-06,19.682
AMZN,2014-01-07,19.902
AMZN,2014-01-08,20.096
AMZN,2014-01-09,20.051
AMZN,2014-01-10,19.883
AMZN,2014-01-13,19.549
AMZN,2014-01-14,19.877
AMZN,2014-01-15,19.794
AMZN,2014-01-16,19.79
AMZN,2014-01-17,19.981
AMZN,2014-01-21,20.353
AMZN,2014-01-22,20.227
AMZN,2014-01-23,19.994
AMZN,2014-01-24,19.38
AMZN,2014-01-27,19.314
AMZN,2014-01-28,19.722
AMZN,2014-01-29,19.21
AMZN,2014-01-30,20.151
AMZN,2014-01-31,17.935
AMZN,2014-02-03,17.307
AMZN,2014-02-04,17.398
AMZN,2014-02-05,17.322
AMZN,2014-02-06,17.729
AMZN,2014-02-07,18.054
AMZN,2014-02-10,18.044
AMZN,2014-02-11,18.09
AMZN,2014-02-12,17.463
AMZN,2014-02-13,17.86
AMZN,2014-02-14,17.868
AMZN,2014-02-18,17.682
AMZN,2014-02-19,17.369
AMZN,2014-02-20,17.49
AMZN,2014-02-21,17.338
AMZN,2014-02-24,17.589
AMZN,2014-02-25,17.916
AMZN,2014-02-26,17.99
AMZN,2014-02-27,18.007
AMZN,2014-02-28,18.105
AMZN,2014-03-03,17.989
AMZN,2014-03-04,18.195
AMZN,2014-03-05,18.619
AMZN,2014-03-06,18.608
AMZN,2014-03-07,18.603
AMZN,2014-03-10,18.527
AMZN,2014-03-11,18.441
AMZN,2014-03-12,18.532
AMZN,2014-03-13,18.575
AMZN,2014-03-14,18.687
AMZN,2014-03-17,18.752
AMZN,2014-03-18,18.938
AMZN,2014-03-19,18.662
AMZN,2014-03-20,18.449
AMZN,2014-03-21,18.031
AMZN,2014-03-24,17.593
AMZN,2014-03-25,17.736
AMZN,2014-03-26,17.171
AMZN,2014-03-27,16.924
AMZN,2014-03-28,16.915
AMZN,2014-03-31,16.818
AMZN,2014-04-01,17.15
AMZN,2014-04-02,17.098
AMZN,2014-04-03,16.681
AMZN,2014-04-04,16.15
AMZN,2014-04-07,15.888
AMZN,2014-04-08,16.354
AMZN,2014-04-09,16.59
AMZN,2014-04-10,15.856
AMZN,2014-04-11,15.587
AMZN,2014-04-14,15.796
AMZN,2014-04-15,15.804
AMZN,2014-04-16,16.184
AMZN,2014-04-17,16.246
AMZN,2014-04-21,16.544
AMZN,2014-04-22,16.466
AMZN,2014-04-23,16.229
AMZN,2014-04-24,16.857
AMZN,2014-04-25,15.192
AMZN,2014-04-28,14.829
AMZN,2014-04-29,15.019
AMZN,2014-04-30,15.207
AMZN,2014-05-01,15.394
AMZN,2014-05-02,15.401
AMZN,2014-05-05,15.503
AMZN,2014-05-06,14.869
AMZN,2014-05-07,14.635
AMZN,2014-05-08,14.416
AMZN,2014-05-09,14.612
AMZN,2014-05-12,15.143
AMZN,2014-05-13,15.232
AMZN,2014-05-14,14.881
AMZN,2014-05-15,14.76
AMZN,2014-05-16,14.885
AMZN,2014-05-19,14.838
AMZN,2014-05-20,15.06
AMZN,2014-05-21,15.25
AMZN,2014-05-22,15.246
AMZN,2014-05-23,15.612
AMZN,2014-05-27,15.541
AMZN,2014-05-28,15.508
AMZN,2014-05-29,15.689
AMZN,2014-05-30,15.628
AMZN,2014-06-02,15.442
AMZN,2014-06-03,15.36
AMZN,2014-06-04,15.339
AMZN,2014-06-05,16.179
AMZN,2014-06-06,16.484
AMZN,2014-06-09,16.375
AMZN,2014-06-10,16.621
AMZN,2014-06-11,16.76
AMZN,2014-06-12,16.296
AMZN,2014-06-13,16.313
AMZN,2014-06-16,16.381
AMZN,2014-06-17,16.281
AMZN,2014-06-18,16.719
AMZN,2014-06-19,16.35
AMZN,2014-06-20,16.21
AMZN,2014-06-23,16.362
AMZN,2014-06-24,16.208
AMZN,2014-06-25,16.372
AMZN,2014-06-26,16.285
AMZN,2014-06-27,16.229
AMZN,2014-06-30,16.239
AMZN,2014-07-01,16.62
AMZN,2014-07-02,16.643
AMZN,2014-07-03,16.875
AMZN,2014-07-07,16.678
AMZN,2014-07-08,16.191
AMZN,2014-07-09,16.499
AMZN,2014-07-10,16.396
AMZN,2014-07-11,17.31
AMZN,2014-07-14,17.766
AMZN,2014-07-15,17.722
AMZN,2014-07-16,17.795
AMZN,2014-07-17,17.623
AMZN,2014-07-18,17.933
AMZN,2014-07-21,17.988
AMZN,2014-07-22,18.042
AMZN,2014-07-23,17.907
AMZN,2014-07-24,17.931
AMZN,2014-07-25,16.2
AMZN,2014-07-28,16.021
AMZN,2014-07-29,16
AMZN,2014-07-30,16.125
AMZN,2014-07-31,15.65
AMZN,2014-08-01,15.353
AMZN,2014-08-04,15.683
AMZN,2014-08-05,15.616
AMZN,2014-08-06,15.695
AMZN,2014-08-07,15.573
AMZN,2014-08-08,15.84
AMZN,2014-08-11,15.917
AMZN,2014-08-12,15.966
AMZN,2014-08-13,16.314
AMZN,2014-08-14,16.661
AMZN,2014-08-15,16.682
AMZN,2014-08-18,16.726
AMZN,2014-08-19,16.757
AMZN,2014-08-20,16.789
AMZN,2014-08-21,16.646
AMZN,2014-08-22,16.58
AMZN,2014-08-25,16.701
AMZN,2014-08-26,17.092
AMZN,2014-08-27,17.159
AMZN,2014-08-28,17.001
AMZN,2014-08-29,16.952
AMZN,2014-09-02,17.119
AMZN,2014-09-03,16.95
AMZN,2014-09-04,17.298
AMZN,2014-09-05,17.319
AMZN,2014-09-08,17.117
AMZN,2014-09-09,16.488
AMZN,2014-09-10,16.566
AMZN,2014-09-11,16.526
AMZN,2014-09-12,16.56
AMZN,2014-09-15,16.194
AMZN,2014-09-16,16.388
AMZN,2014-09-17,16.2
AMZN,2014-09-18,16.25
AMZN,2014-09-19,16.566
AMZN,2014-09-22,16.225
AMZN,2014-09-23,16.182
AMZN,2014-09-24,16.411
AMZN,2014-09-25,16.096
AMZN,2014-09-26,16.16
AMZN,2014-09-29,16.091
AMZN,2014-09-30,16.122
AMZN,2014-10-01,15.873
AMZN,2014-10-02,15.921
AMZN,2014-10-03,16.137
AMZN,2014-10-06,16.11
AMZN,2014-10-07,15.849
AMZN,2014-10-08,16.135
AMZN,2014-10-09,15.769
AMZN,2014-10-10,15.57
AMZN,2014-10-13,15.323
AMZN,2014-10-14,15.416
AMZN,2014-10-15,15.299
AMZN,2014-10-16,15.143
AMZN,2014-10-17,15.182
AMZN,2014-10-20,15.311
AMZN,2014-10-21,15.766
AMZN,2014-10-22,15.649
AMZN,2014-10-23,15.659
AMZN,2014-10-24,14.353
AMZN,2014-10-27,14.499
AMZN,2014-10-28,14.779
AMZN,2014-10-29,14.706
AMZN,2014-10-30,14.954
AMZN,2014-10-31,15.273
AMZN,2014-11-03,15.286
AMZN,2014-11-04,15.141
AMZN,2014-11-05,14.826
AMZN,2014-11-06,14.832
AMZN,2014-11-07,14.993
AMZN,2014-11-10,15.256
AMZN,2014-11-11,15.601
AMZN,2014-11-12,15.576
AMZN,2014-11-13,15.824
AMZN,2014-11-14,16.391
AMZN,2014-11-17,16.153
AMZN,2014-11-18,16.247
AMZN,2014-11-19,16.327
AMZN,2014-11-20,16.527
AMZN,2014-11-21,16.632
AMZN,2014-11-24,16.782
AMZN,2014-11-25,16.752
AMZN,2014-11-26,16.679
AMZN,2014-11-28,16.932
AMZN,2014-12-01,16.3
AMZN,2014-12-02,16.316
AMZN,2014-12-03,15.825
AMZN,2014-12-04,15.847
AMZN,2014-12-05,15.631
AMZN,2014-12-08,15.332
AMZN,2014-12-09,15.625
AMZN,2014-12-10,15.292
AMZN,2014-12-11,15.368
AMZN,2014-12-12,15.366
AMZN,2014-12-15,15.304
AMZN,2014-12-16,14.753
AMZN,2014-12-17,14.944
AMZN,2014-12-18,14.887
AMZN,2014-12-19,14.995
AMZN,2014-12-22,15.327
AMZN,2014-12-23,15.314
AMZN,2014-12-24,15.151
AMZN,2014-12-26,15.455
AMZN,2014-12-29,15.602
AMZN,2014-12-30,15.515
AMZN,2014-12-31,15.518
AMZN,2015-01-02,15.426
AMZN,2015-01-05,15.11
AMZN,2015-01-06,14.765
AMZN,2015-01-07,14.921
AMZN,2015-01-08,15.023
AMZN,2015-01-09,14.847
AMZN,2015-01-12,14.571
AMZN,2015-01-13,14.737
AMZN,2015-01-14,14.664
AMZN,2015-01-15,14.348
AMZN,2015-01-16,14.537
AMZN,2015-01-20,14.472
AMZN,2015-01-21,14.863
AMZN,2015-01-22,15.516
AMZN,2015-01-23,15.619
AMZN,2015-01-26,15.483
AMZN,2015-01-27,15.338
AMZN,2015-01-28,15.196
AMZN,2015-01-29,15.589
AMZN,2015-01-30,17.726
AMZN,2015-02-02,18.224
AMZN,2015-02-03,18.178
AMZN,2015-02-04,18.238
AMZN,2015-02-05,18.694
AMZN,2015-02-06,18.714
AMZN,2015-02-09,18.528
AMZN,2015-02-10,18.65
AMZN,2015-02-11,18.757
AMZN,2015-02-12,18.859
AMZN,2015-02-13,19.092
AMZN,2015-02-17,18.772
AMZN,2015-02-18,18.669
AMZN,2015-02-19,18.95
AMZN,2015-02-20,19.183
AMZN,2015-02-23,19.007
AMZN,2015-02-24,18.929
AMZN,2015-02-25,19.269
AMZN,2015-02-26,19.24
AMZN,2015-02-27,19.008
AMZN,2015-03-02,19.283
AMZN,2015-03-03,19.231
AMZN,2015-03-04,19.136
AMZN,2015-03-05,19.392
AMZN,2015-03-06,19.005
AMZN,2015-03-09,18.928
AMZN,2015-03-10,18.476
AMZN,2015-03-11,18.319
AMZN,2015-03-12,18.712
AMZN,2015-03-13,18.529
AMZN,2015-03-16,18.668
AMZN,2015-03-17,18.596
AMZN,2015-03-18,18.757
AMZN,2015-03-19,18.662
AMZN,2015-03-20,18.925
AMZN,2015-03-23,18.756
AMZN,2015-03-24,18.705
AMZN,2015-03-25,18.548
AMZN,2015-03-26,18.368
AMZN,2015-03-27,18.528
AMZN,2015-03-30,18.729
AMZN,2015-03-31,18.605
AMZN,2015-04-01,18.513
AMZN,2015-04-02,18.613
AMZN,2015-04-06,18.852
AMZN,2015-04-07,18.721
AMZN,2015-04-08,19.06
AMZN,2015-04-09,19.177
AMZN,2015-04-10,19.133
AMZN,2015-04-13,19.118
AMZN,2015-04-14,19.256
AMZN,2015-04-15,19.173
AMZN,2015-04-16,19.302
AMZN,2015-04-17,18.778
AMZN,2015-04-20,19.476
AMZN,2015-04-21,19.559
AMZN,2015-04-22,19.49
AMZN,2015-04-23,19.5
AMZN,2015-04-24,22.255
AMZN,2015-04-27,21.928
AMZN,2015-04-28,21.466
AMZN,2015-04-29,21.469
AMZN,2015-04-30,21.089
AMZN,2015-05-01,21.144
AMZN,2015-05-04,21.152
AMZN,2015-05-05,21.06
AMZN,2015-05-06,20.955
AMZN,2015-05-07,21.344
AMZN,2015-05-08,21.685
AMZN,2015-05-11,21.643
AMZN,2015-05-12,21.551
AMZN,2015-05-13,21.344
AMZN,2015-05-14,21.614
AMZN,2015-05-15,21.3
AMZN,2015-05-18,21.262
AMZN,2015-05-19,21.086
AMZN,2015-05-20,21.193
AMZN,2015-05-21,21.582
AMZN,2015-05-22,21.382
AMZN,2015-05-26,21.274
AMZN,2015-05-27,21.571
AMZN,2015-05-28,21.329
AMZN,2015-05-29,21.462
AMZN,2015-06-01,21.546
AMZN,2015-06-02,21.55
AMZN,2015-06-03,21.83
AMZN,2015-06-04,21.539
AMZN,2015-06-05,21.348
AMZN,2015-06-08,21.175
AMZN,2015-06-09,21.274
AMZN,2015-06-10,21.539
AMZN,2015-06-11,21.649
AMZN,2015-06-12,21.496
AMZN,2015-06-15,21.184
AMZN,2015-06-16,21.363
AMZN,2015-06-17,21.391
AMZN,2015-06-18,21.97
AMZN,2015-06-19,21.746
AMZN,2015-06-22,21.815
AMZN,2015-06-23,22.3
AMZN,2015-06-24,22.042
AMZN,2015-06-25,22.005
AMZN,2015-06-26,21.905
AMZN,2015-06-29,21.493
AMZN,2015-06-30,21.705
AMZN,2015-07-01,21.87
AMZN,2015-07-02,21.886
AMZN,2015-07-06,21.802
AMZN,2015-07-07,21.836
AMZN,2015-07-08,21.485
AMZN,2015-07-09,21.72
AMZN,2015-07-10,22.176
AMZN,2015-07-13,22.779
AMZN,2015-07-14,23.279
AMZN,2015-07-15,23.06
AMZN,2015-07-16,23.774
AMZN,2015-07-17,24.151
AMZN,2015-07-20,24.405
AMZN,2015-07-21,24.4
AMZN,2015-07-22,24.414
AMZN,2015-07-23,24.109
AMZN,2015-07-24,26.471
AMZN,2015-07-27,26.571
AMZN,2015-07-28,26.301
AMZN,2015-07-29,26.45
AMZN,2015-07-30,26.838
AMZN,2015-07-31,26.807
AMZN,2015-08-03,26.752
AMZN,2015-08-04,26.595
AMZN,2015-08-05,26.851
AMZN,2015-08-06,26.473
AMZN,2015-08-07,26.131
AMZN,2015-08-10,26.2
AMZN,2015-08-11,26.373
AMZN,2015-08-12,26.295
AMZN,2015-08-13,26.483
AMZN,2015-08-14,26.576
AMZN,2015-08-17,26.761
AMZN,2015-08-18,26.751
AMZN,2015-08-19,26.646
AMZN,2015-08-20,25.789
AMZN,2015-08-21,24.724
AMZN,2015-08-24,23.169
AMZN,2015-08-25,23.319
AMZN,2015-08-26,25.039
